Déplacement en Z corrigé (µm)	Effort normal (mN)						
103,014035	-0,87351						
102,955534	-0,87351						
102,897303	-0,87351						
102,845669	-0,884326						
102,800902	-0,862694						
102,732505	-0,851878						
102,680871	-0,862694						
102,636373	-0,851878						
102,58144	-0,841062						
102,526776	-0,830246						
102,468545	-0,841062						
102,430644	-0,808613						
102,389445	-0,81943						
102,334781	-0,81943						
102,27655	-0,830246						
102,225185	-0,830246						
102,190583	-0,830246						
102,139218	-0,81943						
102,090883	-0,830246						
102,032652	-0,830246						
101,987885	-0,841062						
101,936251	-0,851878						
101,884886	-0,841062						
101,823087	-0,851878						
101,775021	-0,841062						
101,716789	-0,851878						
101,675321	-0,841062						
101,620388	-0,830246						
101,569292	-0,81943						
101,524794	-0,81943						
101,480295	-0,797797						
101,45256	-0,797797						
101,408331	-0,808613						
101,367131	-0,797797						
101,332798	-0,776165						
101,295166	-0,797797						
101,253967	-0,776165						
101,219365	-0,786981						
101,174867	-0,797797						
101,126801	-0,786981						
101,082034	-0,786981						
101,027101	-0,797797						
100,972169	-0,797797						
100,920535	-0,786981						
100,852138	-0,797797						
100,78704	-0,808613						
100,728539	-0,786981						
100,663441	-0,765349						
100,591477	-0,776165						
100,533245	-0,776165						
100,474745	-0,765349						
100,403049	-0,754533						
100,351415	-0,732901						
100,296483	-0,732901						
100,244849	-0,732901						
100,203649	-0,722084						
100,155583	-0,722084						
100,111085	-0,722084						
100,066318	-0,743717						
100,025118	-0,732901						
99,987218	-0,743717						
99,942451	-0,743717						
99,897952	-0,722084						
99,853185	-0,722084						
99,80182	-0,732901						
99,757053	-0,722084						
99,712555	-0,732901						
99,668056	-0,722084						
99,616691	-0,700452						
99,575492	-0,668004						
99,527695	-0,646372						
99,486495	-0,668004						
99,455461	-0,646372						
99,404096	-0,635555						
99,349432	-0,603107						
99,307964	-0,613923						
99,2533	-0,603107						
99,201667	-0,613923						
99,143166	-0,603107						
99,084935	-0,603107						
99,030002	-0,613923						
98,971502	-0,613923						
98,902836	-0,603107						
98,837738	-0,624739						
98,779238	-0,624739						
98,713871	-0,592291						
98,645474	-0,570659						
98,583943	-0,549026						
98,53231	-0,559843						
98,477377	-0,53821						
98,419145	-0,527394						
98,360914	-0,505762						
98,30625	-0,494946						
98,258184	-0,505762						
98,216985	-0,494946						
98,172486	-0,462497						
98,12442	-0,48413						
98,083221	-0,473314						
98,048619	-0,473314						
98,004121	-0,462497						
97,959353	-0,462497						
97,911287	-0,451681						
97,856624	-0,419233						
97,808558	-0,430049						
97,76379	-0,397601						
97,712425	-0,386785						
97,674525	-0,386785						
97,62316	-0,365152						
97,575363	-0,354336						
97,524266	-0,311072						
97,483336	-0,321888						
97,448734	-0,289439						
97,400937	-0,267807						
97,349572	-0,246175						
97,298476	-0,267807						
97,260575	-0,235359						
97,20921	-0,213727						
97,157576	-0,213727						
97,099345	-0,235359						
97,044412	-0,213727						
96,992779	-0,192094						
96,924113	-0,192094						
96,859015	-0,192094						
96,796947	-0,181278						
96,735147	-0,181278						
96,663452	-0,127198						
96,595055	-0,14883						
96,533524	-0,116381						
96,48189	-0,116381						
96,42036	-0,094749						
96,368995	-0,083933						
96,314331	-0,073117						
96,269833	-0,073117						
96,225066	-0,040669						
96,180567	-0,073117						
96,136338	-0,051485						
96,108602	-0,073117						
96,064104	-0,040669						
96,016038	-0,019036						
95,964673	-0,040669						
95,923474	-0,051485						
95,872109	-0,051485						
95,814146	-0,040669						
95,755646	-0,040669						
95,690816	-0,051485						
95,639451	-0,040669						
95,591385	-0,040669						
95,529855	-0,040669						
95,47849	-0,019036						
95,417228	-0,019036						
95,372461	-0,029853						
95,307632	-0,00822						
95,246101	0,024228						
95,191437	-0,00822						
95,143102	0,002596						
95,078273	-0,00822						
95,016743	0,013412						
94,96181	0,002596						
94,913475	-0,019036						
94,851945	-0,019036						
94,790414	-0,019036						
94,735482	-0,029853						
94,680549	-0,040669						
94,629184	-0,00822						
94,567385	-0,029853						
94,502824	-0,029853						
94,45449	-0,029853						
94,396527	-0,019036						
94,341594	-0,019036						
94,293797	-0,019036						
94,242432	-0,019036						
94,191067	0,013412						
94,149867	-0,00822						
94,091905	0,002596						
94,060602	0,013412						
94,012805	0,002596						
93,971336	0,002596						
93,913374	-0,019036						
93,851843	-0,019036						
93,810375	-0,00822						
93,758741	-0,029853						
93,703809	-0,019036						
93,638711	-0,040669						
93,583778	-0,040669						
93,532144	-0,040669						
93,473913	-0,029853						
93,41898	-0,051485						
93,370914	-0,029853						
93,309384	-0,029853						
93,261318	-0,029853						
93,209684	-0,019036						
93,148153	0,013412						
93,097057	0,013412						
93,058888	0,013412						
93,000656	0,013412						
92,955889	-0,00822						
92,901225	-0,00822						
92,856458	0,002596						
92,808123	0,002596						
92,753191	0,002596						
92,698258	-0,019036						
92,646624	0,002596						
92,594991	-0,019036						
92,530161	-0,029853						
92,481827	-0,019036						
92,420027	-0,029853						
92,365095	-0,029853						
92,299997	-0,019036						
92,245064	-0,00822						
92,190131	-0,00822						
92,135199	0,002596						
92,070369	0,002596						
92,022035	0,013412						
91,97067	0,024228						
91,912438	0,013412						
91,867671	0,013412						
91,819605	-0,00822						
91,778137	-0,00822						
91,730071	-0,019036						
91,671839	-0,00822						
91,630371	-0,040669						
91,585873	-0,00822						
91,544404	-0,019036						
91,496338	-0,040669						
91,455139	-0,029853						
91,410641	-0,019036						
91,376039	-0,019036						
91,328242	-0,00822						
91,287042	-0,00822						
91,238976	-0,00822						
91,194478	-0,00822						
91,143381	0,002596						
91,095315	-0,00822						
91,047249	-0,019036						
90,992317	-0,00822						
90,950849	0,002596						
90,902783	0,002596						
90,851418	-0,00822						
90,789618	0,002596						
90,734686	0,002596						
90,693218	-0,00822						
90,631687	0,002596						
90,583352	-0,029853						
90,531719	-0,019036						
90,480354	-0,00822						
90,435587	-0,00822						
90,380654	-0,029853						
90,322422	-0,019036						
90,277924	-0,00822						
90,229858	-0,019036						
90,18536	-0,029853						
90,14416	-0,00822						
90,092795	0,002596						
90,048297	-0,019036						
90,010396	-0,019036						
89,96233	-0,00822						
89,920862	-0,019036						
89,872796	0,013412						
89,828029	-0,040669						
89,769797	-0,019036						
89,724761	-0,029853						
89,659932	-0,019036						
89,615165	-0,019036						
89,573697	-0,019036						
89,522332	-0,00822						
89,4641	-0,019036						
89,416034	-0,029853						
89,371536	-0,019036						
89,337203	-0,019036						
89,289137	0,013412						
89,247937	-0,00822						
89,203439	-0,00822						
89,172405	0,002596						
89,134504	0,002596						
89,090006	0,013412						
89,038641	-0,00822						
88,990575	-0,00822						
88,945808	0,002596						
88,887576	0,002596						
88,832644	0,002596						
88,774144	-0,029853						
88,709045	0,002596						
88,657143	-0,00822						
88,585178	-0,019036						
88,52008	0,002596						
88,458281	-0,019036						
88,40308	-0,019036						
88,337981	-0,00822						
88,27975	-0,00822						
88,234983	-0,00822						
88,183349	-0,019036						
88,121819	0,002596						
88,07732	0,002596						
88,042719	0,024228						
88,001519	0,002596						
87,943288	-0,00822						
87,905387	-0,019036						
87,854291	0,002596						
87,829586	-0,019036						
87,781789	-0,00822						
87,737022	-0,040669						
87,685657	-0,029853						
87,644457	-0,040669						
87,603258	-0,019036						
87,558759	-0,019036						
87,520859	-0,029853						
87,476092	-0,029853						
87,431593	-0,029853						
87,39726	-0,019036						
87,346164	0,002596						
87,311563	-0,040669						
87,263496	0,002596						
87,218998	0,002596						
87,177799	0,024228						
87,1333	0,013412						
87,084965	0,002596						
87,030033	0,024228						
86,978668	0,013412						
86,923735	0,013412						
86,861936	0,002596						
86,810034	-0,00822						
86,738338	-0,00822						
86,672971	-0,019036						
86,607604	-0,00822						
86,53234	-0,029853						
86,470272	-0,029853						
86,401607	-0,019036						
86,329642	-0,019036						
86,267843	-0,019036						
86,206044	-0,019036						
86,140677	-0,019036						
86,079146	-0,029853						
86,024214	-0,00822						
85,962683	-0,019036						
85,921215	0,002596						
85,883314	-0,00822						
85,845414	-0,00822						
85,804483	-0,019036						
85,769882	-0,029853						
85,73225	-0,029853						
85,707814	-0,019036						
85,677048	-0,019036						
85,646014	0,002596						
85,61195	-0,040669						
85,577617	-0,019036						
85,546583	-0,029853						
85,51225	-0,00822						
85,477918	-0,019036						
85,433419	-0,00822						
85,378755	0,002596						
85,343885	0,002596						
85,275757	0,035044						
85,220824	0,013412						
85,152427	0,013412						
85,08706	0,013412						
85,021693	0,013412						
84,94643	-0,00822						
84,874196	0,013412						
84,791797	0,013412						
84,72643	0,013412						
84,64733	0,002596						
84,571798	-0,019036						
84,499565	-0,00822						
84,420733	-0,00822						
84,358665	-0,029853						
84,296866	-0,00822						
84,238635	-0,019036						
84,183702	0,002596						
84,135636	-0,051485						
84,08757	-0,019036						
84,053237	0,002596						
84,022203	0,002596						
83,981272	0,013412						
83,957105	0,013412						
83,929907	0,013412						
83,90574	0,002596						
83,878274	0,024228						
83,854106	0,024228						
83,823072	0,013412						
83,78874	0,002596						
83,744241	-0,00822						
83,703042	0,013412						
83,648378	-0,00822						
83,613507	-0,019036						
83,551977	-0,019036						
83,493477	-0,019036						
83,42508	-0,019036						
83,373446	-0,019036						
83,301481	-0,040669						
83,236383	-0,00822						
83,181451	-0,00822						
83,109755	0,002596						
83,054553	0,013412						
82,999621	0,04586						
82,951555	0,013412						
82,889755	0,013412						
82,841421	0,013412						
82,786757	0,024228						
82,738691	0,002596						
82,683758	-0,00822						
82,638991	-0,00822						
82,597523	-0,029853						
82,546158	-0,00822						
82,504958	-0,029853						
82,46349	-0,040669						
82,408826	-0,019036						
82,370926	-0,029853						
82,316262	0,002596						
82,291557	-0,00822						
82,233594	0,002596						
82,17893	-0,00822						
82,137731	0,024228						
82,093232	0,002596						
82,052033	0,013412						
82,003967	0,024228						
81,966066	-0,00822						
81,918269	0,002596						
81,87707	-0,00822						
81,832302	-0,019036						
81,780669	-0,019036						
81,729035	-0,019036						
81,674371	-0,029853						
81,626036	-0,029853						
81,567536	-0,019036						
81,505737	-0,019036						
81,450804	-0,019036						
81,395872	-0,019036						
81,334072	-0,040669						
81,285738	-0,019036						
81,227775	-0,019036						
81,179709	0,002596						
81,121477	0,013412						
81,070112	-0,00822						
81,01215	0,002596						
80,980847	0,013412						
80,932781	-0,00822						
80,884715	-0,00822						
80,840216	0,002596						
80,798748	0,002596						
80,760848	-0,019036						
80,712782	-0,00822						
80,664447	-0,040669						
80,609783	-0,040669						
80,561448	-0,029853						
80,516681	-0,029853						
80,448284	-0,040669						
80,39665	-0,00822						
80,331821	-0,019036						
80,280187	-0,019036						
80,215089	-0,019036						
80,170322	-0,029853						
80,105493	0,002596						
80,057158	-0,00822						
80,005793	0,002596						
79,954428	0,002596						
79,923125	0,002596						
79,87176	0,002596						
79,83386	0,002596						
79,789093	0,002596						
79,747893	-0,00822						
79,706694	-0,029853						
79,668793	0,002596						
79,620727	-0,019036						
79,569362	-0,019036						
79,528163	-0,019036						
79,480097	-0,040669						
79,438897	-0,040669						
79,390562	-0,019036						
79,335898	-0,029853						
79,287832	-0,029853						
79,226302	-0,00822						
79,16807	0,013412						
79,119736	0,002596						
79,068371	-0,00822						
79,010139	0,013412						
78,968671	0,002596						
78,913738	0,013412						
78,855507	0,013412						
78,807441	-0,019036						
78,759106	0,002596						
78,700874	0,002596						
78,662705	-0,029853						
78,607772	-0,019036						
78,549541	-0,040669						
78,494608	-0,040669						
78,449841	-0,051485						
78,385012	-0,029853						
78,340245	-0,029853						
78,285312	-0,029853						
78,237246	-0,029853						
78,199345	0,002596						
78,141383	0,002596						
78,103482	-0,00822						
78,058984	0,013412						
78,017784	0,013412						
77,976585	0,013412						
77,942252	0,002596						
77,901052	0,013412						
77,859853	0,013412						
77,815086	0,002596						
77,780484	0,002596						
77,722521	-0,00822						
77,68792	-0,019036						
77,632987	-0,019036						
77,571188	-0,019036						
77,522853	-0,019036						
77,467921	-0,00822						
77,392657	-0,029853						
77,334157	-0,019036						
77,279224	0,013412						
77,210827	-0,00822						
77,14243	0,002596						
77,097663	0,002596						
77,046029	0,002596						
76,984499	-0,00822						
76,932865	0,024228						
76,8815	0,013412						
76,840301	0,013412						
76,802131	0,002596						
76,747467	0,002596						
76,699401	0,002596						
76,668099	-0,029853						
76,630467	-0,019036						
76,595865	-0,029853						
76,547799	-0,00822						
76,503032	-0,029853						
76,448368	-0,019036						
76,400302	-0,029853						
76,352236	0,002596						
76,30417	0,002596						
76,246207	0,013412						
76,205008	0,013412						
76,160241	0,035044						
76,112443	0,013412						
76,064377	0,024228						
76,016311	0,013412						
75,971544	0,013412						
75,920179	0,002596						
75,865247	-0,00822						
75,813613	0,013412						
75,75868	-0,019036						
75,707047	-0,00822						
75,655413	-0,00822						
75,593614	-0,019036						
75,538681	-0,019036						
75,483748	-0,019036						
75,41865	-0,00822						
75,370316	-0,00822						
75,325817	-0,00822						
75,267854	0,002596						
75,21952	-0,00822						
75,168155	0,002596						
75,120089	0,013412						
75,078889	0,024228						
75,040989	0,013412						
74,989892	0,013412						
74,945125	0,002596						
74,897059	0,013412						
74,859159	-0,00822						
74,811093	0,002596						
74,763027	0,013412						
74,717991	-0,00822						
74,666626	-0,029853						
74,614992	-0,019036						
74,546595	-0,029853						
74,491394	-0,019036						
74,433162	-0,019036						
74,381528	-0,029853						
74,309832	-0,00822						
74,261766	-0,00822						
74,210401	0,002596						
74,155469	0,002596						
74,100805	-0,00822						
74,05247	0,002596						
74,007972	0,024228						
73,963205	0,024228						
73,915139	0,013412						
73,856638	-0,00822						
73,818738	0,002596						
73,770941	-0,00822						
73,739638	0,002596						
73,688273	-0,00822						
73,63334	-0,00822						
73,59544	-0,00822						
73,55424	-0,019036						
73,506174	0,002596						
73,454809	-0,019036						
73,406743	0,013412						
73,358677	-0,00822						
73,307312	0,013412						
73,262545	0,013412						
73,204314	0,002596						
73,152949	0,002596						
73,094717	0,002596						
73,043083	0,013412						
72,981284	0,013412						
72,92965	0,002596						
72,864552	0,002596						
72,809351	0,013412						
72,744253	0,002596						
72,679155	-0,00822						
72,623953	-0,019036						
72,561885	-0,00822						
72,496787	-0,019036						
72,438287	-0,019036						
72,380055	-0,040669						
72,325123	-0,00822						
72,280356	-0,019036						
72,225692	-0,019036						
72,184492	-0,062301						
72,139994	0,013412						
72,098795	0,002596						
72,067761	0,002596						
72,023262	0,013412						
71,982331	0,013412						
71,941132	0,002596						
71,910098	0,024228						
71,875496	0,013412						
71,830998	0,013412						
71,793097	0,002596						
71,741733	0,013412						
71,690099	-0,00822						
71,635166	-0,00822						
71,580234	-0,019036						
71,521733	-0,00822						
71,453336	-0,019036						
71,398135	-0,019036						
71,326439	-0,019036						
71,264371	-0,00822						
71,195974	-0,019036						
71,134175	-0,00822						
71,075674	0,002596						
71,013875	0,002596						
70,958943	0,002596						
70,900711	0,002596						
70,852645	0,002596						
70,801011	0,013412						
70,752945	0,013412						
70,708447	-0,00822						
70,66368	-0,00822						
70,618913	0,002596						
70,574146	-0,019036						
70,529647	-0,00822						
70,491747	-0,00822						
70,450547	-0,00822						
70,422812	0,002596						
70,371716	-0,00822						
70,340682	-0,00822						
70,299482	0,002596						
70,271479	0,013412						
70,207187	0,013412						
70,16242	0,002596						
70,114354	0,013412						
70,062989	0,002596						
70,001189	0,002596						
69,949556	0,002596						
69,881159	0,002596						
69,829525	0,013412						
69,767726	-0,019036						
69,709226	-0,00822						
69,637261	-0,019036						
69,58206	-0,019036						
69,52026	-0,029853						
69,46176	-0,00822						
69,403529	-0,040669						
69,351895	-0,019036						
69,296962	-0,019036						
69,24203	-0,040669						
69,197531	-0,029853						
69,152764	0,013412						
69,115132	-0,00822						
69,070634	0,002596						
69,029434	-0,029853						
68,995102	0,002596						
68,960769	-0,00822						
68,919569	0,024228						
68,888804	-0,00822						
68,840738	-0,00822						
68,79927	0,002596						
68,75807	-0,019036						
68,706705	-0,019036						
68,665237	-0,029853						
68,600139	-0,029853						
68,545206	-0,019036						
68,490274	-0,029853						
68,432042	-0,029853						
68,380408	-0,029853						
68,325476	-0,019036						
68,267244	-0,00822						
68,209013	-0,00822						
68,15408	-0,00822						
68,109313	0,002596						
68,064815	-0,00822						
68,020048	0,024228						
67,971981	0,013412						
67,923915	0,024228						
67,882716	0,002596						
67,838218	-0,019036						
67,806915	-0,00822						
67,748683	0,002596						
67,703916	0,002596						
67,65585	-0,00822						
67,604216	-0,00822						
67,549553	-0,019036						
67,49765	-0,00822						
67,43612	-0,019036						
67,381187	-0,019036						
67,325986	0,002596						
67,267754	-0,019036						
67,192759	0,002596						
67,144425	0,002596						
67,079326	0,002596						
67,034291	0,013412						
66,969461	0,013412						
66,917827	0,024228						
66,852998	0,002596						
66,814829	0,002596						
66,766763	0,002596						
66,715398	0,013412						
66,680796	-0,00822						
66,646463	-0,00822						
66,601696	-0,019036						
66,567363	-0,00822						
66,529731	-0,00822						
66,491831	0,002596						
66,457498	-0,040669						
66,416299	-0,019036						
66,3718	-0,00822						
66,320435	0,002596						
66,279236	0,002596						
66,23117	0,013412						
66,179805	0,002596						
66,135038	0,024228						
66,077075	0,013412						
66,025441	0,002596						
65,96721	0,013412						
65,918875	0,002596						
65,877407	0,002596						
65,812309	-0,00822						
65,74721	0,002596						
65,692278	-0,00822						
65,640644	-0,019036						
65,578845	-0,019036						
65,520345	-0,00822						
65,462113	-0,019036						
65,417346	-0,029853						
65,36928	-0,040669						
65,307749	-0,019036						
65,266281	-0,019036						
65,218484	-0,019036						
65,170418	0,002596						
65,136085	-0,00822						
65,08472	0,002596						
65,043521	-0,00822						
64,999022	-0,00822						
64,971287	0,013412						
64,930088	0,002596						
64,888888	-0,00822						
64,84439	-0,00822						
64,802922	0,002596						
64,761722	-0,019036						
64,716955	-0,019036						
64,66559	-0,019036						
64,610657	-0,029853						
64,552426	-0,040669						
64,510689	-0,040669						
64,442292	-0,019036						
64,377194	-0,00822						
64,318962	-0,00822						
64,257163	0,002596						
64,192065	-0,00822						
64,140431	-0,00822						
64,078901	0,002596						
64,027267	0,024228						
63,975633	0,002596						
63,924268	0,002596						
63,879501	-0,00822						
63,831435	0,002596						
63,786668	0,013412						
63,735303	0,024228						
63,690536	-0,00822						
63,645769	-0,00822						
63,597703	0,002596						
63,539471	-0,029853						
63,494704	-0,00822						
63,443071	0,013412						
63,391437	-0,00822						
63,329906	0,002596						
63,274974	0,002596						
63,220041	0,002596						
63,165377	0,013412						
63,106877	0,013412						
63,048645	0,013412						
63,003878	0,013412						
62,955812	0,013412						
62,894282	0,024228						
62,842648	0,024228						
62,804748	0,024228						
62,756682	0,013412						
62,705317	0,002596						
62,663848	0,002596						
62,615782	-0,00822						
62,574583	-0,029853						
62,536682	-0,019036						
62,491915	-0,00822						
62,443849	-0,019036						
62,389185	0,002596						
62,344687	-0,019036						
62,296621	-0,00822						
62,245256	0,002596						
62,200489	0,024228						
62,159289	0,024228						
62,114791	0,035044						
62,066994	0,024228						
62,032392	0,013412						
61,984326	0,013412						
61,939559	0,013412						
61,888194	0,013412						
61,836829	0,002596						
61,771731	0,002596						
61,726695	-0,019036						
61,664896	0,002596						
61,599798	-0,019036						
61,547895	-0,019036						
61,479498	-0,00822						
61,404235	0,002596						
61,342167	-0,019036						
61,277068	0,002596						
61,222136	-0,00822						
61,160337	-0,00822						
61,088372	0,002596						
61,040306	0,013412						
60,99224	0,013412						
60,944174	0,013412						
60,889241	0,002596						
60,844743	0,013412						
60,796677	0,002596						
60,762344	0,013412						
60,724443	-0,00822						
60,686543	0,002596						
60,645343	-0,00822						
60,614309	-0,019036						
60,579708	-0,040669						
60,542076	-0,040669						
60,497578	-0,019036						
60,45281	-0,029853						
60,405013	-0,019036						
60,363545	-0,019036						
60,31218	-0,00822						
60,253948	-0,00822						
60,199285	0,024228						
60,151219	0,002596						
60,092987	0,002596						
60,034487	0,002596						
59,975986	-0,00822						
59,92792	0,002596						
59,866121	0,002596						
59,797455	-0,00822						
59,745822	0,002596						
59,690889	0,002596						
59,635688	-0,019036						
59,567291	-0,019036						
59,518956	-0,019036						
59,464023	-0,029853						
59,412658	-0,019036						
59,354427	-0,00822						
59,319825	0,002596						
59,278894	-0,019036						
59,240994	-0,00822						
59,199794	0,002596						
59,148429	0,013412						
59,110798	0,002596						
59,069598	0,002596						
59,028399	0,013412						
58,997365	0,013412						
58,946	0,013412						
58,901233	0,013412						
58,849868	0,024228						
58,8084	0,013412						
58,757035	0,002596						
58,698534	0,002596						
58,653767	-0,019036						
58,598566	-0,019036						
58,543633	-0,00822						
58,482103	-0,029853						
58,430469	-0,019036						
58,372237	-0,029853						
58,317305	-0,019036						
58,252207	-0,019036						
58,204141	-0,00822						
58,139311	-0,00822						
58,097843	0,002596						
58,049777	0,024228						
58,001711	0,002596						
57,956944	0,024228						
57,912446	0,002596						
57,864379	0,035044						
57,819612	0,013412						
57,781981	0,002596						
57,740781	0,013412						
57,699313	0,002596						
57,658113	0,002596						
57,603181	0,013412						
57,56528	-0,00822						
57,513915	0,002596						
57,46255	0,013412						
57,397452	-0,00822						
57,349117	0,013412						
57,290886	-0,00822						
57,225788	0,002596						
57,16069	0,013412						
57,102189	0,002596						
57,047257	0,013412						
56,982159	0,013412						
56,920359	0,013412						
56,872293	0,024228						
56,817361	0,002596						
56,759129	0,013412						
56,714362	0,002596						
56,669595	0,013412						
56,628396	-0,00822						
56,593794	-0,019036						
56,545728	0,002596						
56,494363	-0,019036						
56,466628	-0,00822						
56,428996	-0,00822						
56,391095	0,002596						
56,346597	0,002596						
56,305398	0,002596						
56,260899	-0,00822						
56,2197	0,002596						
56,168335	0,002596						
56,113671	0,013412						
56,065336	0,013412						
56,010672	0,002596						
55,955471	0,035044						
55,890642	0,024228						
55,83544	0,013412						
55,783807	0,002596						
55,718708	0,002596						
55,667075	-0,029853						
55,605275	-0,00822						
55,547044	0,002596						
55,491843	-0,019036						
55,433611	-0,029853						
55,37538	-0,019036						
55,327045	-0,040669						
55,265514	-0,019036						
55,217179	-0,00822						
55,165815	-0,029853						
55,11445	-0,019036						
55,076549	-0,00822						
55,032051	-0,040669						
54,990851	0,002596						
54,949652	0,002596						
54,905153	-0,00822						
54,884285	0,002596						
54,839786	-0,00822						
54,801886	0,002596						
54,750521	-0,00822						
54,715919	-0,029853						
54,678019	-0,029853						
54,623355	-0,029853						
54,581887	-0,019036						
54,523655	-0,019036						
54,475589	-0,029853						
54,417358	-0,019036						
54,362425	-0,029853						
54,307492	-0,019036						
54,255859	-0,029853						
54,197627	-0,00822						
54,149561	-0,029853						
54,09133	-0,019036						
54,036397	-0,019036						
53,99163	0,013412						
53,933667	0,002596						
53,882033	0,002596						
53,837266	0,002596						
53,792499	0,002596						
53,744433	-0,019036						
53,706264	0,002596						
53,644733	-0,019036						
53,593368	-0,029853						
53,5519	-0,029853						
53,514	-0,019036						
53,455768	-0,040669						
53,4143	-0,029853						
53,359636	-0,019036						
53,301404	-0,029853						
53,25307	-0,00822						
53,201705	0,013412						
53,143473	-0,00822						
53,105304	-0,00822						
53,037176	-0,00822						
52,982243	0,002596						
52,937476	0,002596						
52,879244	0,013412						
52,834477	0,024228						
52,776246	-0,00822						
52,731478	-0,029853						
52,683144	-0,00822						
52,635078	-0,029853						
52,587012	-0,029853						
52,52878	-0,029853						
52,480714	-0,019036						
52,435947	-0,019036						
52,384582	-0,019036						
52,339815	-0,00822						
52,28845	-0,019036						
52,243683	-0,019036						
52,195885	-0,00822						
52,147551	0,013412						
52,096186	0,013412						
52,04812	0,013412						
51,990157	-0,00822						
51,94539	0,024228						
51,890457	-0,00822						
51,842391	0,013412						
51,787458	0,002596						
51,74599	-0,00822						
51,677593	-0,00822						
51,629258	-0,00822						
51,584491	-0,019036						
51,529559	-0,029853						
51,464461	-0,019036						
51,416126	-0,029853						
51,364761	-0,051485						
51,306529	-0,019036						
51,254896	-0,029853						
51,200232	-0,019036						
51,152434	-0,040669						
51,110966	-0,019036						
51,0629	-0,00822						
51,014834	0,002596						
50,963469	0,002596						
50,92227	-0,00822						
50,877771	-0,00822						
50,826406	-0,00822						
50,788237	0,002596						
50,753635	0,002596						
50,705838	-0,00822						
50,66437	0,024228						
50,616304	-0,019036						
50,561371	-0,019036						
50,510006	-0,019036						
50,455074	-0,029853						
50,400141	-0,019036						
50,335043	-0,00822						
50,290276	-0,029853						
50,235343	-0,00822						
50,170245	-0,019036						
50,108715	0,013412						
50,053782	-0,00822						
49,998849	0,013412						
49,957381	0,013412						
49,892552	0,024228						
49,854382	0,013412						
49,792852	-0,00822						
49,748085	0,002596						
49,703318	0,002596						
49,655252	0,002596						
49,607186	-0,00822						
49,569285	-0,00822						
49,517651	-0,00822						
49,45942	-0,019036						
49,407786	-0,019036						
49,359451	-0,00822						
49,294622	-0,019036						
49,242988	-0,00822						
49,191623	-0,00822						
49,143289	0,002596						
49,081758	0,002596						
49,023527	0,024228						
48,972162	-0,00822						
48,924096	0,002596						
48,879329	0,002596						
48,831262	0,002596						
48,783196	-0,019036						
48,738698	-0,00822						
48,690632	-0,00822						
48,645865	-0,00822						
48,587902	-0,00822						
48,553032	-0,00822						
48,511832	-0,019036						
48,470633	-0,00822						
48,425866	-0,00822						
48,367634	-0,040669						
48,323136	0,002596						
48,281668	-0,00822						
48,227004	-0,019036						
48,17537	-0,00822						
48,117407	0,002596						
48,082806	0,002596						
48,028142	0,024228						
47,973209	0,013412						
47,921844	0,002596						
47,877077	0,024228						
47,828742	0,002596						
47,777377	0,002596						
47,722445	-0,00822						
47,667512	0,002596						
47,615878	-0,019036						
47,560946	-0,00822						
47,499146	-0,00822						
47,447513	-0,019036						
47,399447	-0,029853						
47,341215	-0,029853						
47,289581	-0,019036						
47,23135	-0,00822						
47,19015	0,024228						
47,138785	-0,00822						
47,090719	0,002596						
47,029189	0,002596						
46,997886	0,002596						
46,953388	-0,019036						
46,912188	0,013412						
46,864122	0,024228						
46,822654	0,024228						
46,771289	0,002596						
46,723223	0,002596						
46,675157	-0,00822						
46,627091	-0,029853						
46,572158	-0,00822						
46,527391	-0,019036						
46,46916	-0,019036						
46,414227	-0,019036						
46,369191	-0,00822						
46,301063	-0,019036						
46,256296	-0,029853						
46,197796	-0,00822						
46,139564	-0,00822						
46,088199	-0,019036						
46,040133	-0,029853						
45,978603	0,002596						
45,926969	-0,00822						
45,889068	0,002596						
45,834405	0,013412						
45,792936	0,035044						
45,738004	-0,019036						
45,693237	-0,019036						
45,655605	-0,00822						
45,614137	-0,019036						
45,562772	-0,019036						
45,514706	-0,019036						
45,469938	-0,019036						
45,432038	-0,029853						
45,390838	-0,00822						
45,339473	-0,00822						
45,288108	0,013412						
45,237012	0,002596						
45,20571	-0,00822						
45,154345	-0,00822						
45,106279	-0,00822						
45,058213	-0,019036						
45,016744	0,002596						
44,958782	-0,019036						
44,907417	0,002596						
44,845617	-0,019036						
44,797283	-0,019036						
44,74235	-0,019036						
44,690716	-0,019036						
44,635515	-0,00822						
44,573984	-0,029853						
44,515484	-0,029853						
44,467418	-0,029853						
44,405619	-0,029853						
44,354254	-0,029853						
44,30262	-0,019036						
44,257853	-0,019036						
44,203189	-0,019036						
44,16199	-0,019036						
44,117223	0,002596						
44,079322	0,002596						
44,028226	0,002596						
43,983459	-0,00822						
43,932094	0,013412						
43,887595	0,013412						
43,832932	0,002596						
43,80136	0,002596						
43,753294	-0,019036						
43,701929	-0,019036						
43,650295	-0,00822						
43,595363	-0,019036						
43,533564	-0,019036						
43,485498	-0,029853						
43,426997	-0,029853						
43,365467	-0,00822						
43,303668	-0,029853						
43,242137	-0,019036						
43,190503	-0,00822						
43,13887	0,013412						
43,083937	-0,00822						
43,035871	0,002596						
42,991104	-0,029853						
42,93644	-0,019036						
42,894972	-0,00822						
42,840308	0,002596						
42,805706	0,002596						
42,764507	0,013412						
42,716441	-0,019036						
42,675241	0,002596						
